glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
sialylation	increased ratio	N-glycans		Glycoproteins				diagnostic|prognostic	pancreatic ductal adenocarcinoma	Carcinoma, Pancreatic Ductal		Humans	serum	Humans	32898301	Furthermore, the ratio of α2,6- vs α2,3-linked sialylation was higher in patients compared to healthy controls.
N-glycosylation	unaltered level	Immunoglobulin G		Immunoglobulin G|Immunoglobulin Fc Fragments				diagnostic|monitoring	autoimmune diseases|oncology			healthy donors	serum and plasma		33909442	Immunoglobulin G (IgG) glycosylation is studied in biological samples to develop clinical markers for precision medicine, for example, in autoimmune diseases and oncology.
N-glycans	altered level	not specified						diagnostic|risk	Chronic obstructive pulmonary disease	Pulmonary Disease, Chronic Obstructive		Humans	Bronchoalveolar Lavage Fluid	Bronchoalveolar Lavage Fluid	37656214	long-term smokers display substantial alterations of N-glycosylation in the bronchoalveolar space, and the hybrid N-glycans identified only in long-term smokers with COPD deserve to be further studied as potential biomarkers.
complex N-glycans	increased level	not specified						diagnostic|risk	Chronic obstructive pulmonary disease	Pulmonary Disease, Chronic Obstructive		Humans	Bronchoalveolar Lavage Fluid	Bronchoalveolar Lavage Fluid	37656214	Correlation analysis with clinical parameters revealed that complex N-glycans were associated with health and absence of smoking.
oligomannose N-glycans	increased level	not specified						diagnostic|risk	Chronic obstructive pulmonary disease	Pulmonary Disease, Chronic Obstructive		Humans	Bronchoalveolar Lavage Fluid	Bronchoalveolar Lavage Fluid	37656214	Correlation analysis with clinical parameters revealed that oligomannose N-glycans were associated with smoking and disease.
N-glycosylation signatures	increased level	Immunoglobulins		Immunoglobulins				diagnostic	urothelial carcinoma	Carcinoma, Transitional Cell	adding BCa and UTUC scores to gross hematuria status	Humans	serum samples		33455069	Thus, the current study evaluated the diagnostic performance of N-glycosylation signatures of immunoglobulins (Igs) for detecting UC, including BCa and UTUC.
N-glycosylation signatures	increased level	Immunoglobulins		Immunoglobulins				diagnostic	bladder cancer	Urinary Bladder Neoplasms	adding BCa and UTUC scores to gross hematuria status	Humans	serum samples		33455069	Thus, the current study evaluated the diagnostic performance of N-glycosylation signatures of immunoglobulins (Igs) for detecting UC, including BCa and UTUC.
N-glycosylation signatures	increased level	Immunoglobulins		Immunoglobulins				diagnostic	upper urinary tract UC	Ureteral Neoplasms	adding BCa and UTUC scores to gross hematuria status	Humans	serum samples		33455069	Thus, the current study evaluated the diagnostic performance of N-glycosylation signatures of immunoglobulins (Igs) for detecting UC, including BCa and UTUC.
glycans	altered level							diagnostic|prognostic	Chronic Disease	Chronic Disease		humans			28388299	Yet, given glycans' biological significance, alterations in their processing may be detrimental to human health and also offer insights for preventive medicine and wellness interventions.
total seminal plasma glycosylation	altered level	prostate-specific antigen	PSA	Prostate-Specific Antigen				diagnostic|monitoring	male infertility	Infertility		Humans	seminal plasma	Semen	33167210	An altered total seminal plasma glycosylation has been associated with male infertility.
stage-specific embryonic antigen 4	unaltered level	stage-specific embryonic antigen-4		Stage-Specific Embryonic Antigens								Humans	pluripotent human embryonic stem cell	Humans	31545316	One-pot synthesis of stage-specific embryonic antigen 4 (SSEA-4), which is a pluripotent human embryonic stem cell marker, is demonstrated in this work.
	unaltered level	tear proteins		Eye Proteins				diagnostic	Eye Diseases	Eye Diseases		Humans	Tears	Tears	31119796	This article summarises research undertaken since 1993 in the Willcox laboratory at the University of New South Wales, Sydney on the tear film, its interactions with contact lenses, and the use of tears as a source of biomarkers for ocular and non-ocular diseases.
GP2|GP5|GP6|GP7|GP14	decreased level	Immunoglobulin G		Immunoglobulin G				diagnostic|predictive	Mammary gland hyperplasia	Hyperplasia		Humans	serum	Humans	32833579	To the best of our knowledge, this is the first study reporting on an association between IgG N-glycosylation and MGH.
GP5	decreased level	Immunoglobulin G		Immunoglobulin G				diagnostic|predictive	Mammary gland hyperplasia	Hyperplasia		Humans	serum	Humans	32833579	The levels of the glycan peaks (GPs) GP2, GP5, GP6, and GP7 were lower in the MGH group compared with the control group.
sialyl-Lewis antigen	increased level	N-glycoproteins		Biomarkers|Polysaccharides				diagnostic	gastric cancer	Stomach Neoplasms		Humans	serum	Humans	38084450	One candidate has branched tetra-antennary structure capping with sialyl-Lewis antigen, and it significantly outperforms serum CEA with AUC values > 0.89 compared against < 0.67 for diagnosing early-stage GC.
fucosylated haptoglobin	decreased level	haptoglobin	Hp	Haptoglobins				diagnostic|monitoring	liver disease	Liver Cirrhosis		Humans	serum	Humans	36787035	In contrast, correlation ratios of serum Hp and fucosylated haptoglobin (Fuc-Hp) levels between twin sera with liver and pancreatic disease were 0.49 and 0.16, respectively.
Mac-2 bp glycosylation isomer (M2BPGi)	increased level	Mac-2 binding protein	Mac-2 bp	Mac-2 binding protein				diagnostic|monitoring	pancreatic disease			Humans	serum	Humans	36787035	For each twin pair, one twin was diagnosed with liver or pancreatic disease.
O-glycans	increased level	apolipoprotein C-III	APOC3	Apolipoprotein C-III				diagnostic|prognostic	colorectal cancer	Colorectal Neoplasms		Humans	serum	Humans	38287814	In CRC patients' sera samples, we observed significantly elevated apoC-III sialylation.
oligosaccharides	increased level	Biomarkers		Biomarkers				diagnostic|monitoring	lysosomal storage disorders	Lysosomal Storage Diseases		Humans	urine	Child, Preschool|Infant|Infant, Newborn	34474962	We incorporated these with known oligosaccharide and glycolipid biomarkers into a rapid test that identifies at least 27 lysosomal storage disorders, including oligosaccharidoses, mucopolysaccharidoses, sphingolipidoses, glycogen storage disorders, and congenital disorders of glycosylation and de-glycosylation.
mucopolysaccharides	increased level	Biomarkers		Biomarkers				diagnostic|monitoring	lysosomal storage disorders	Lysosomal Storage Diseases		Humans	urine	Child, Preschool|Infant|Infant, Newborn	34474962	We incorporated these with known oligosaccharide and glycolipid biomarkers into a rapid test that identifies at least 27 lysosomal storage disorders, including oligosaccharidoses, mucopolysaccharidoses, sphingolipidoses, glycogen storage disorders, and congenital disorders of glycosylation and de-glycosylation.
glycolipids	increased level	Biomarkers		Biomarkers				diagnostic|monitoring	lysosomal storage disorders	Lysosomal Storage Diseases		Humans	urine	Child, Preschool|Infant|Infant, Newborn	34474962	We incorporated these with known oligosaccharide and glycolipid biomarkers into a rapid test that identifies at least 27 lysosomal storage disorders, including oligosaccharidoses, mucopolysaccharidoses, sphingolipidoses, glycogen storage disorders, and congenital disorders of glycosylation and de-glycosylation.
paucimannosidic N-glycans	increased level	neutrophil granules		Lewis X Antigen|Sialyl Lewis X Antigen				diagnostic				Humans	neutrophil granules	Cytoplasmic Granules|Neutrophils	32665399	We found abundant paucimannosidic N-glycans and lack of O-glycans in the early-formed azurophil granules, whereas the later-formed specific and gelatinase granules and secretory vesicles contained complex N- and O-glycans with remarkably elongated N-acetyllactosamine repeats with Lewis epitopes.
Lewis X	increased level	neutrophil granules		Lewis X Antigen|Sialyl Lewis X Antigen				diagnostic				Humans	neutrophil granules	Cytoplasmic Granules|Neutrophils	32665399	Immunoblotting and histochemical analysis confirmed the expression of Lewis X and sialyl-Lewis X in the intracellular granules and on the cell surface, respectively.
sialyl-Lewis X	increased level	neutrophil granules		Lewis X Antigen|Sialyl Lewis X Antigen				diagnostic				Humans	neutrophil granules	Cytoplasmic Granules|Neutrophils	32665399	Immunoblotting and histochemical analysis confirmed the expression of Lewis X and sialyl-Lewis X in the intracellular granules and on the cell surface, respectively.
isomeric N-glycans	increased level	N-glycans		Polysaccharides	α 2-3 neuraminidase			diagnostic|monitoring	multiple myeloma	Multiple Myeloma	early detection	humans	human serum samples	Humans	35320367	20 isomers showed significant difference between multiple myeloma cases and healthy controls.
site-specific glycan alterations	altered level							diagnostic	primary biliary cirrhosis	Primary Biliary Cirrhosis (PBC)		Humans	plasma		34403816	Herein, we employ this technique to characterize the site-specific glycan alterations associated with primary biliary cirrhosis (PBC) and primary sclerosing cholangitis (PSC).
site-specific glycan alterations	altered level							diagnostic	primary sclerosing cholangitis	Cholangitis, Sclerosing		Humans	plasma		34403816	Herein, we employ this technique to characterize the site-specific glycan alterations associated with primary biliary cirrhosis (PBC) and primary sclerosing cholangitis (PSC).
glycans	unaltered level							diagnostic|monitoring|prognostic	chronic diseases	Chronic Disease		Humans	Suboptimal health status	Health Status	34495543	Besides subjective measure of health (SHS), glycans are conceived as objective biomarkers of SHS.
N-glycans	decreased level	Immunoglobulin G1	IGG1	Immunoglobulin G|Immunoglobulin Fc Fragments				diagnostic|prognostic	COVID-19	COVID-19		Humans	plasma	Humans	35334306	Low fucosylation levels on severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike (S) protein-specific IgG1 has been described as a hallmark of severe coronavirus disease 2019 (COVID-19) and may lead to activation of macrophages via immune complexes thereby promoting inflammatory responses.
galactosylation	decreased level	Immunoglobulin G1	IGG1	Immunoglobulin G|Immunoglobulin Fc Fragments				diagnostic|prognostic	COVID-19	COVID-19		Humans	plasma	Humans	35334306	Low anti-S IgG1 galactosylation and sialylation as well as high bisection were early hallmarks of disease severity.
sialylation	decreased level	Immunoglobulin G1	IGG1	Immunoglobulin G|Immunoglobulin Fc Fragments				diagnostic|prognostic	COVID-19	COVID-19		Humans	plasma	Humans	35334306	Low anti-S IgG1 galactosylation and sialylation as well as high bisection were early hallmarks of disease severity.
bisection	increased level	Immunoglobulin G1	IGG1	Immunoglobulin G|Immunoglobulin Fc Fragments				diagnostic|prognostic	COVID-19	COVID-19		Humans	plasma	Humans	35334306	Low anti-S IgG1 galactosylation and sialylation as well as high bisection were early hallmarks of disease severity.
O-mannose-bound matriglycan	decreased level	α-dystroglycan	DAG1	Dystroglycans	protein O-mannose β1,2-N-acetylglucosaminyltransferase 1	POMGNT1	protein O-mannose beta-1,2-N-acetylglucosaminyltransferase	diagnostic|prognostic	muscle-eye-brain (MEB) disease	Muscular Dystrophies		Humans	fibroblasts	HEK293 Cells	33610554	Mutations in protein O-mannose β1,2-N-acetylglucosaminyltransferase 1 (POMGNT1), which is crucial for the elongation of O-mannosyl glycans, have mainly been associated with muscle-eye-brain (MEB) disease.
N-glycan	increased level	PD-1	PDCD1	Programmed Cell Death 1 Receptor				diagnostic|response	multiple tumors		treatment with monoclonal antibodies	Humans	T cells	Humans	33063473	Targeting of PD-1 with monoclonal antibodies (MAbs) to block the interaction with its ligand PD-L1 has been successful for the treatment of multiple tumors.
N-glycosylation	altered level	PD-1	PDCD1	Programmed Cell Death 1 Receptor				diagnostic|response	multiple tumors		treatment with monoclonal antibodies	Humans	T cells	Humans	33063473	dysregulated glycosylation has been observed in the tumor microenvironment.
N-glycome	altered level	Polysaccharides		Polysaccharides				diagnostic	pediatric appendicitis	Appendicitis		Humans	serum	Humans	38928139	The glycosylation pattern of serum N-glycome was analyzed in this study of 38 controls and 40 patients with pediatric appendicitis.
O-glycans	increased level	mucin 1	MUC1	Mucin-1				prognostic	breast cancer	Neoplasms		human	extracellular vesicles	Extracellular Vesicles	37824707	Aberrantly glycosylated mucin 1 is a critical prognostic biomarker in breast epithelial cancers.
