glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
fucosylated Lewis-X antigen (Lex, CD15) (Galβ1-4(Fucα1-3)GlcNAcβ1-R)	increased level				fucosyltransferase		Fucosyltransferases	diagnostic|prognostic	low-grade bladder cancer	Urinary Bladder Neoplasms		Humans	bladder cancer cell lines RT4, 5637 and SW780	Cells, Cultured	34350945	We observed that the low-grade bladder cancer cell lines RT4, 5637 and SW780 express high levels of the fucosylated Lewis-X antigen (Lex, CD15) (Galβ1-4(Fucα1-3)GlcNAcβ1-R), while normal bladder epithelial A/T/N cells lack Lex expression.
fucosylated Lewis-X antigen (Lex, CD15) (Galβ1-4(Fucα1-3)GlcNAcβ1-R)	decreased level				fucosyltransferase		Fucosyltransferases	diagnostic|prognostic	high-grade bladder cancer	Urinary Bladder Neoplasms		Humans	bladder cancer cell lines T24 and TCCSUP	Cells, Cultured	34350945	T24 and TCCSUP cells also lack Lex, whereas J82COT cells express low levels of Lex.
core 2-based O-glycans	acquisition of structure							diagnostic|prognostic	low-grade bladder cancer	Urinary Bladder Neoplasms		Humans	bladder cancer cell line RT4	Cells, Cultured	34350945	O-glycans are highly differentiated, as RT4 cells synthesize core 2-based O-glycans that are lacking in the T24 cells.
core 2-based O-glycans	loss of structure							diagnostic|prognostic	high-grade bladder cancer	Urinary Bladder Neoplasms		Humans	bladder cancer cell line T24	Cells, Cultured	34350945	O-glycans are highly differentiated, as RT4 cells synthesize core 2-based O-glycans that are lacking in the T24 cells.
glycans	altered level	immunoglobulins		Immunoglobulins				diagnostic	Substance Use Disorders	Substance-Related Disorders		Humans	Brain	Brain	29857889	Glycans decorate DNA, RNA and many circulating critical proteins particularly immunoglobulins.
O-glycosylation	undetermined							diagnostic|monitoring	disease						37169080	Glycoproteomics reveals site-specific O- and N-glycosylation that may influence protein properties including binding, activity, and half-life.
N-glycosylation	undetermined							diagnostic|monitoring	disease						37169080	Glycoproteomics reveals site-specific O- and N-glycosylation that may influence protein properties including binding, activity, and half-life.
G2	increased level	IgG						predictive	HIV rebound		antiretroviral therapy (ART) cessation	Humans	plasma		31972605	Higher pre-ATI levels of the IgG glycan, G2, were significantly associated with a longer time-to-viral-rebound (hazard ratio = 0.12, P = 0.05).
FA2BG1	increased level							predictive	HIV rebound		antiretroviral therapy (ART) cessation	Humans	plasma		31972605	In addition to G2, we identified several predictive glycomic traits in plasma, for example, levels of FA2BG1, a non-sialylated, core-fucosylated glycan, associated with a longer time-to-viral-rebound (hazard ratio = 0.023, P = 0.05).
FA2G2S1	increased level							predictive	HIV rebound		antiretroviral therapy (ART) cessation	Humans	plasma		31972605	FA2G2S1, a sialylated glycan, associated with a shorter time-to-viral-rebound (hazard ratio = 24.1, P = 0.028).
T-antigen (Galβ1-3GalNAc)	increased level							predictive	HIV viral setpoint		antiretroviral therapy (ART) cessation	Humans	plasma		31972605	Additionally, pre-ATI plasma glycomic signatures associated with a lower viral setpoint, for example, T-antigen (Galβ1-3GalNAc) (r = 0.75, P = 0.0007).
polylactosamine	increased level							predictive	HIV viral setpoint		antiretroviral therapy (ART) cessation	Humans	plasma		31972605	Additionally, pre-ATI plasma glycomic signatures associated with a lower viral setpoint, for example, T-antigen (Galβ1-3GalNAc) (r = 0.75, P = 0.0007), or a higher viral setpoint, for example, polylactosamine (r = -0.58, P = 0.01).
IgG Fc-bisection	increased level	Immunoglobulin G		Immunoglobulin G				predictive	PR3-ANCA associated vasculitis	Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis		Humans		Humans	37841251	Analysis of the cross-sectional differences as well as longitudinal changes demonstrated that IgGs of relapsing PR3-ANCA patients have higher ΔFc-bisection at diagnosis (P = 0.004) and exhibit a decrease in Fc-sialylation prior to the relapse (P = 0.0004), discriminating them from non-relapsing patients.
IgG Fc-sialylation	decreased level	Immunoglobulin G		Immunoglobulin G				predictive	PR3-ANCA associated vasculitis	Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis		Humans		Humans	37841251	Analysis of the cross-sectional differences as well as longitudinal changes demonstrated that IgGs of relapsing PR3-ANCA patients have higher ΔFc-bisection at diagnosis (P = 0.004) and exhibit a decrease in Fc-sialylation prior to the relapse (P = 0.0004), discriminating them from non-relapsing patients.
IgG Fc-fucosylation	decreased level	Immunoglobulin G		Immunoglobulin G				predictive	PR3-ANCA associated vasculitis	Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis		Humans		Humans	37841251	Most importantly, PR3-ANCA patients who experienced an ANCA rise and relapsed shortly thereafter, exhibit lower IgG Fc-fucosylation levels compared to non-relapsing patients already 9 months before relapse (P = 0.02).
glycans	altered level	fetuin|glycoproteins derived from cultured human pancreatic cancer cells		alpha-Fetoproteins|				diagnostic	carcinogenesis			human	serum|saliva|urine	|	34101384	Subtle changes in glycans resulting from altered glycosylation machinery have been reported during various diseases, including carcinogenesis.
neutral glycans	increased level	Immunoglobulin G		Immunoglobulin G				diagnostic	echinococcosis	Echinococcosis		Humans	serum		37540936	Compared with IgG glycans of healthy control group, neutral glycans, fucosylation and agalactosylated N-glycans increased while sialylation and galactosylation decreased in echinococcosis patients.
fucosylation	increased level	Immunoglobulin G		Immunoglobulin G				diagnostic	echinococcosis	Echinococcosis		Humans	serum		37540936	Compared with IgG glycans of healthy control group, neutral glycans, fucosylation and agalactosylated N-glycans increased while sialylation and galactosylation decreased in echinococcosis patients.
agalactosylated N-glycans	increased level	Immunoglobulin G		Immunoglobulin G				diagnostic	echinococcosis	Echinococcosis		Humans	serum		37540936	Compared with IgG glycans of healthy control group, neutral glycans, fucosylation and agalactosylated N-glycans increased while sialylation and galactosylation decreased in echinococcosis patients.
sialylation	decreased level	Immunoglobulin G		Immunoglobulin G				diagnostic	echinococcosis	Echinococcosis		Humans	serum		37540936	Compared with IgG glycans of healthy control group, neutral glycans, fucosylation and agalactosylated N-glycans increased while sialylation and galactosylation decreased in echinococcosis patients.
galactosylation	decreased level	Immunoglobulin G		Immunoglobulin G				diagnostic	echinococcosis	Echinococcosis		Humans	serum		37540936	Compared with IgG glycans of healthy control group, neutral glycans, fucosylation and agalactosylated N-glycans increased while sialylation and galactosylation decreased in echinococcosis patients.
N-glycans	decreased level							response	aging		caloric restriction	Mice	serum		37132100	At each time point, the majority of glycans, including galactosylated and high mannose glycans, showed a consistent low level in CR group.
O-acetylated sialoglycans	increased level							response	aging		caloric restriction	Mice	serum		37132100	Interestingly, O-acetylated sialoglycans presented an upward change different from other derived traits, which is mainly reflected in two biantennary α2,6-linked sialoglycans (H5N4Ge2Ac1, H5N4Ge2Ac2).
pauci-mannose structures	increased level								aortic valve insufficiency	Aortic Valve Stenosis		Humans	aortic valve	Aortic Valve	33516683	In AVI diagnosed tissue, N-glycans localized to hypertrophic commissures with increases in pauci-mannose structures.
sialylated N-glycans	increased level								congenital aortic valve stenosis	Aortic Valve Stenosis		Humans	aortic valve	Aortic Valve	33516683	Three sialylated N-glycans showed common elevation in AS independent of age.
core fucosylation	altered level								congenital aortic valve stenosis	Aortic Valve Stenosis		Humans	aortic valve	Aortic Valve	33516683	Specialized enzymatic strategies demonstrated that core fucosylation is the primary fucose configuration and localizes to the normal fibrosa with disparate patterning in AS.
oligomannose N-glycan	altered level	total plasma proteins|IgG		Blood Proteins|Immunoglobulin G				diagnostic	atrial fibrillation	Atrial Fibrillation	pulmonary vein isolation	Humans	plasma		37189353	We found one oligomannose N-glycan structure from the plasma N-glycome and six IgG N-glycans, mainly revolving around the presence of bisecting N-acetylglucosamine, that were significantly different between the case and control groups.
bisecting N-acetylglucosamine	altered level	IgG		Immunoglobulin G				diagnostic	atrial fibrillation	Atrial Fibrillation	pulmonary vein isolation	Humans	plasma		37189353	We found one oligomannose N-glycan structure from the plasma N-glycome and six IgG N-glycans, mainly revolving around the presence of bisecting N-acetylglucosamine, that were significantly different between the case and control groups.
galactose structures on IgG Fc	decreased level	IgG Fc		Immunoglobulin Fc Fragments				predictive	COVID-19	COVID-19		Humans	blood		35307819	Mechanistically, we demonstrated that a deficiency on galactose structures on IgG Fc in COVID-19 patients appears to induce NK cells activation associated with increased release of IFN-γ and TNF-α, which indicates the presence of pro-inflammatory immunoglobulins and higher immune activation, associated with a poor disease course.
sialic acid structures on IgG Fc	decreased level	IgG Fc		Immunoglobulin Fc Fragments				predictive	COVID-19	COVID-19		Humans	blood		35307819	Importantly, levels of galactose and sialic acid structures on IgGs are able to predict the development of a poor COVID-19 disease.
Mac-2 binding protein glycosylation isomer	altered level	Mac-2 binding protein		Membrane Glycoproteins				diagnostic	chronic liver disease	Liver Cirrhosis		Humans	liver	Liver Neoplasms	37812281	This study aimed to evaluate the quantitative measurement of Mac-2 binding protein glycosylation isomer (M2BPGi) levels using the new chemiluminescent enzyme immunoassay.
Mac-2 binding protein glycosylation isomer	altered level	Mac-2 binding protein		Membrane Glycoproteins				diagnostic	hepatitis C	Hepatitis C		Humans	liver	Liver Neoplasms	37812281	The data of a total of 347 patients with hepatitis C virus (HCV) infection and 150 health volunteers from 13 locations in Japan were evaluated.
glycoform	altered level	Glycoproteins		Glycoproteins				diagnostic	cancer			Humans	tissue surface|serum	|	36725113	Aberrant glycosylation is a common theme in cancer, with dysregulated glycosylation driving tumor initiation and metastasis, and abnormal glycosylation can be detection both on the tissue surface and in serum.
glycoform	altered level	Glycoproteins		Glycoproteins				diagnostic	hepatocellular carcinoma	Carcinoma, Hepatocellular		Humans			36725113	This concept has already been established in the detection of hepatocellular carcinoma with the GALAD score, and an algorithm-based approach would likely be effective in improving biomarker sensitivity for additional cancer types.
GP1-4, GP6, GP7, GP24	increased level	Immunoglobulin G		Immunoglobulin G|glycosylated IgG				risk	common chronic diseases	Chronic Disease		Humans		Humans	31414971	We found that the high levels of GP1-4, GP6, GP7, and GP24 and low levels of GP9, GP13-15, GP18, and GP23 could potentially increase the risk of disease.
GP9, GP13-15, GP18, GP23	decreased level	Immunoglobulin G		Immunoglobulin G|glycosylated IgG				risk	common chronic diseases	Chronic Disease		Humans		Humans	31414971	We found that the high levels of GP1-4, GP6, GP7, and GP24 and low levels of GP9, GP13-15, GP18, and GP23 could potentially increase the risk of disease.
Hex1	altered level							diagnostic	Alzheimer's disease	Alzheimer Disease		Humans	cerebrospinal fluid		38785920	The free-glycans Hex1 and HexNAc1Hex1Neu5Ac1 were able to discriminate AD from controls and from patients suffering from other types of dementia.
HexNAc1Hex1Neu5Ac1	altered level							diagnostic	Alzheimer's disease	Alzheimer Disease		Humans	cerebrospinal fluid		38785920	The free-glycans Hex1 and HexNAc1Hex1Neu5Ac1 were able to discriminate AD from controls and from patients suffering from other types of dementia.
digalactosylated (G2)	altered level	Immunoglobulin G		Immunoglobulin G				risk	ageing	Aging		Humans	plasma		38877341	The AstraZeneca MFO cohort did not show any statistically significant trends, whereas the menstrual cycle cohort exhibited statistically significant trends in digalactosylated (G2), agalactosylated (G0) and fucosylation (F).
agalactosylated (G0)	altered level	Immunoglobulin G		Immunoglobulin G				risk	ageing	Aging		Humans	plasma		38877341	The AstraZeneca MFO cohort did not show any statistically significant trends, whereas the menstrual cycle cohort exhibited statistically significant trends in digalactosylated (G2), agalactosylated (G0) and fucosylation (F).
